Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C)
440,2022/07/29 14:24:38,7870.0465,4270.0006,1,2,0,0,0,0,1.849792,4.226199,7.817589100608,2.193737,0.00001932105,8.729369,0.00007290766,,0.000243695598328486,,,,,,,,,,,,,,,,,,,,24.88389,-0.02146959
441,2022/07/29 14:24:48,7880.0467,4280.0008,1,2,0,0,0,0,1.850075,4.227658,7.82148437435,2.198873,0.00001932105,8.75108,0.00007290766,,0.000116568502562586,,,,,,,,,,,,,,,,,,,,24.90691,0.02090693
442,2022/07/29 14:24:58,7890.0466,4290.0007,1,2,0,0,0,0,1.850136,4.229115,7.82443790964,2.204012,0.00001932105,8.772808,0.00007290766,,0.000146656893775798,,3.50276207923889,,,,,,,,,,,,,,,,,,24.89034,-0.01201034
443,2022/07/29 14:25:08,7900.0459,4300,1,2,0,0,0,0,1.85041,4.230977,7.82904215057,2.209149,0.00001932105,8.79454,0.00007290766,,0.000119616503070574,,,,,,,,,,,,,,,,,,,,24.90691,0.002224445
444,2022/07/29 14:25:18,7910.0461,4310.0002,1,2,0,0,0,0,1.850189,4.232067,7.830123810663,2.214287,0.00001932105,8.816278,0.00007290766,,0.000114262096758466,,,,,,,,,,,,,,,,,,,,24.9203,0.008589029
445,2022/07/29 14:25:28,7920.0469,4320.001,1,2,0,0,0,0,1.850189,4.233896,7.833507806344,2.219425,0.00001932105,8.838029,0.00007290766,,0.000157017406309023,,3.39555597305298,,,,,,,,,,,,,,,,,,24.95575,-0.02882063
446,2022/07/29 14:25:38,7930.047,4330.0011,1,2,0,0,0,0,1.849663,4.235015,7.833350549945,2.224564,0.00001932105,8.859791,0.00007290766,,0.000154361201566644,,,0.289286613464355,,,,,,,,,,,,,,,,,24.88074,0.002645254
447,2022/07/29 14:25:48,7940.0472,4340.0013,1,2,0,0,0,0,1.850365,4.236895,7.839802216675,2.229701,0.00001932105,8.881552,0.00007290766,,0.000130352200358175,,,,,,,,,,,,,,,,,,,,24.88339,-0.01298308
448,2022/07/29 14:25:58,7950.0464,4350.0005,1,2,0,0,0,0,1.849701,4.238407,7.839785666307,2.23484,0.00001932105,8.903329,0.00007290766,,0.00012062080350006,,3.38593506813049,,,,,,,,,,,,,,,,,,24.90759,-0.002488494
449,2022/07/29 14:26:08,7960.0474,4360.0015,1,2,0,0,0,0,1.849953,4.239645,7.843143986685,2.239978,0.00001932105,8.925107,0.00007290766,,0.00015580520266667,,,,,,,,,,,,,,,,,,,,24.88556,-0.003208518
450,2022/07/29 14:26:18,7970.0467,4370.0008,1,2,0,0,0,0,1.850189,4.241417,7.847423077813,2.245117,0.00001932105,8.946899,0.00007290766,,0.000162487296620384,,,,,,,,,,,,,,,,,,,,24.81465,-0.01258254
451,2022/07/29 14:26:28,7980.0469,4380.001,1,2,0,0,0,0,1.849518,4.242808,7.847149766544,2.250255,0.00001932105,8.968695,0.00007290766,,0.000158328301040456,,,,,,,,,,,,,,,,,,,,24.892,-0.03100157
452,2022/07/29 14:26:38,7990.0461,4390.0002,1,2,0,0,0,0,1.850082,4.244415,7.85251579203,2.255391,0.00001932105,8.990488,0.00007290766,,0.000132917106384411,,3.3871910572052,0.296936392784119,,,,,,,,,,,,,,,,,24.8716,0.005731583
453,2022/07/29 14:26:48,8000.0463,4400.0004,1,2,0,0,0,0,1.850426,4.245803,7.856544262078,2.260528,0.00001932105,9.012299,0.00007290766,,0.0000950199901126325,,,,,,,,,,,,,,,,,,,,24.91718,0.008643866
454,2022/07/29 14:26:58,8010.0464,4410.0005,1,2,0,0,0,0,1.850258,4.247593,7.859142928994,2.265668,0.00001932105,9.034125,0.00007290766,,0.000176229805219918,,,,,,,,,,,,,,,,,,,,24.85888,0.005899072
455,2022/07/29 14:27:08,8020.0472,4420.0013,1,2,0,0,0,0,1.849739,4.248831,7.859228405109,2.270804,0.00001932105,9.055944,0.00007290766,,0.000192017003428191,,3.4105749130249,,,,,,,,,,,,,,,,,,24.92114,0.01878083
456,2022/07/29 14:27:18,8030.0475,4430.0016,1,2,0,0,0,0,1.849937,4.250431,7.863029572847,2.275943,0.00001932105,9.077782,0.00007290766,,0.000109293003333732,,,,,,,,,,,,,,,,,,,,24.83834,-0.00615418
457,2022/07/29 14:27:28,8040.046,4440.0001,1,2,0,0,0,0,1.850151,4.251873,7.866607082823,2.281081,0.00001932105,9.099626,0.00007290766,,0.000123901394545101,,,,,,,,,,,,,,,,,,,,24.8155,0.004194975
458,2022/07/29 14:27:38,8050.0468,4450.0009,1,2,0,0,0,0,1.850021,4.253483,7.869032873143,2.286218,0.00001932105,9.12147,0.00007290766,,0.00012399090337567,,3.30311799049377,,,,,,,,,,,,,,,,,,24.82658,-0.02013326
459,2022/07/29 14:27:48,8060.0461,4460.0002,1,2,0,0,0,0,1.849625,4.25491,7.86998790875,2.291357,0.00001932105,9.143332,0.00007290766,,0.000132240893435664,,,0.296730011701584,,,,,,,,,,,,,,,,,24.80441,-0.01158118
460,2022/07/29 14:27:58,8070.0461,4470.0002,1,2,0,0,0,0,1.849899,4.256742,7.874542769058,2.296493,0.00001932105,9.165192,0.00007290766,,0.000130437896586955,,,,,,,,,,,,,,,,,,,,24.93521,0.0126183
461,2022/07/29 14:28:08,8080.0463,4480.0004,1,2,0,0,0,0,1.850311,4.257979,7.878585381469,2.301633,0.00001932105,9.187075,0.00007290766,,0.000172258005477488,,,,,,,,,,,,,,,,,,,,24.84465,0.005954504
462,2022/07/29 14:28:18,8090.0473,4490.0014,1,2,0,0,0,0,1.850121,4.259527,7.880640352767,2.306771,0.00001932105,9.208955,0.00007290766,,0.000215668696910143,,3.39712595939636,,,,,,,,,,,,,,,,,,24.83753,-0.01841962
463,2022/07/29 14:28:28,8100.0474,4500.0015,1,2,0,0,0,0,1.850319,4.261047,7.884296223993,2.31191,0.00001932105,9.230849,0.00007290766,,0.000115675502456725,,,,,,,,,,,,,,,,,,,,24.93904,-0.02732694
464,2022/07/29 14:28:38,8110.0465,4510.0006,1,2,0,0,0,0,1.850174,4.262512,7.886388877088,2.317048,0.00001932105,9.252746,0.00007290766,,0.000164260505698621,,,,,,,,,,,,,,,,,,,,24.85326,0.008134842
465,2022/07/29 14:28:48,8120.0467,4520.0008,1,2,0,0,0,0,1.849686,4.264153,7.887344105958,2.322187,0.00001932105,9.274657,0.00007290766,,0.000201418806682341,,3.27933406829834,0.300884485244751,,,,,,,,,,,,,,,,,24.88556,-0.00346303
466,2022/07/29 14:28:58,8130.0461,4530.0002,1,2,0,0,0,0,1.850243,4.265687,7.892557511941,2.327323,0.00001932105,9.296562,0.00007290766,,0.000133962894324213,,,,,,,,,,,,,,,,,,,,24.85077,0.02164006
467,2022/07/29 14:29:08,8140.047,4540.0011,1,2,0,0,0,0,1.850044,4.267222,7.894548457768,2.332463,0.00001932105,9.318492,0.00007290766,,0.000197932706214488,,,,,,,,,,,,,,,,,,,,24.90673,0.002223849
468,2022/07/29 14:29:18,8150.0465,4550.0006,1,2,0,0,0,0,1.850227,4.268759,7.898173158293,2.337599,0.00001932105,9.340414,0.00007290766,,0.000150997002492659,,3.36648988723755,,,,,,,,,,,,,,,,,,24.85691,-0.02199113
469,2022/07/29 14:29:28,8160.0472,4560.0013,1,2,0,0,0,0,1.850174,4.270347,7.900884990378,2.342738,0.00001932105,9.362356,0.00007290766,,0.00013161520473659,,,,,,,,,,,,,,,,,,,,24.85474,0.008376837
470,2022/07/29 14:29:38,8170.0474,4570.0015,1,2,0,0,0,0,1.849976,4.271865,7.90284772524,2.347877,0.00001932105,9.384305,0.00007290766,,0.000163649398018606,,,,,,,,,,,,,,,,,,,,24.87759,0.007914305
471,2022/07/29 14:29:48,8180.046,4580.0001,1,2,0,0,0,0,1.850021,4.273718,7.906468048078,2.353013,0.00001932105,9.40625,0.00007290766,,0.000129519001347944,,3.27873992919922,,,,,,,,,,,,,,,,,,24.84366,-0.0004649162
472,2022/07/29 14:29:58,8190.0468,4590.0009,1,2,0,0,0,0,1.84993,4.275011,7.90847109923,2.358152,0.00001932105,9.428214,0.00007290766,,0.000124571393826045,,,0.302462011575699,,,,,,,,,,,,,,,,,24.83176,-0.00667274
473,2022/07/29 14:30:08,8200.0468,4600.0009,1,2,0,0,0,0,1.849571,4.276612,7.909897533452,2.363289,0.00001932105,9.450179,0.00007290766,,0.000162349504535086,,,,,,,,,,,,,,,,,,,,24.89403,-0.002224445
474,2022/07/29 14:30:18,8210.047,4610.0011,1,2,0,0,0,0,1.849754,4.278254,7.913717449516,2.368427,0.00001932105,9.472157,0.00007290766,,0.000140532196382992,,,,,,,,,,,,,,,,,,,,24.93741,0.04233897
475,2022/07/29 14:30:28,8220.047,4620.0011,1,2,0,0,0,0,1.84964,4.279792,7.91607447488,2.373566,0.00001932105,9.494145,0.00007290766,,0.000218222194234841,,3.37457394599915,,,,,,,,,,,,,,,,,,24.84912,-0.02070606
476,2022/07/29 14:30:38,8230.0473,4630.0014,1,2,0,0,0,0,1.85041,4.281251,7.92206966291,2.378705,0.00001932105,9.516142,0.00007290766,,0.000185263503226452,,,,,,,,,,,,,,,,,,,,24.89318,0.01329422
477,2022/07/29 14:30:48,8240.0467,4640.0008,1,2,0,0,0,0,1.849876,4.282841,7.922724777716,2.383842,0.00001932105,9.538139,0.00007290766,,0.000196730499737896,,,,,,,,,,,,,,,,,,,,24.85326,-0.01910567
478,2022/07/29 14:30:58,8250.0474,4650.0015,1,2,0,0,0,0,1.849754,4.284313,7.924925109002,2.38898,0.00001932105,9.560148,0.00007290766,,0.000165193094289862,,3.26819109916687,0.301384210586548,,,,,,,,,,,,,,,,,24.87579,0.01522124
479,2022/07/29 14:31:08,8260.046,4660.0001,1,2,0,0,0,0,1.84977,4.286072,7.92824740344,2.394117,0.00001932105,9.582162,0.00007290766,,0.000133940498926677,,,,,,,,,,,,,,,,,,,,24.88376,0.008898377
480,2022/07/29 14:31:18,8270.0468,4670.0009,1,2,0,0,0,0,1.850098,4.287552,7.932391380096,2.399254,0.00001932105,9.604185,0.00007290766,,0.000148638093378395,,,,,,,,,,,,,,,,,,,,24.89633,-0.001758337
481,2022/07/29 14:31:28,8280.0461,4680.0002,1,2,0,0,0,0,1.850166,4.289073,7.935497036118,2.404393,0.00001932105,9.626221,0.00007290766,,0.000153789806063287,,3.28299593925476,,,,,,,,,,,,,,,,,,24.90345,-0.00916183
482,2022/07/29 14:31:38,8290.0472,4690.0013,1,2,0,0,0,0,1.850586,4.290746,7.940394477156,2.409531,0.00001932105,9.648264,0.00007290766,,0.000120225602586288,,,,,,,,,,,,,,,,,,,,24.8483,-0.02335668
483,2022/07/29 14:31:48,8300.0471,4700.0012,1,2,0,0,0,0,1.849808,4.292163,7.939677454704,2.414669,0.00001932105,9.670313,0.00007290766,,0.000149856394273229,,,,,,,,,,,,,,,,,,,,24.89867,0.006884933
484,2022/07/29 14:31:58,8310.0473,4710.0014,1,2,0,0,0,0,1.850227,4.293931,7.944747072337,2.419808,0.00001932105,9.692375,0.00007290766,,0.000157251604832709,,3.30477690696716,,,,,,,,,,,,,,,,,,24.81121,-0.02707481
485,2022/07/29 14:32:08,8320.0467,4720.0008,1,2,0,0,0,0,1.850311,4.29528,7.94760383208,2.424946,0.00001932105,9.714439,0.00007290766,,0.000132617104100063,,,0.301949203014374,,,,,,,,,,,,,,,,,24.85064,-0.009575486
486,2022/07/29 14:32:18,8330.0468,4730.0009,1,2,0,0,0,0,1.850021,4.296969,7.949482886349,2.430082,0.00001932105,9.736506,0.00007290766,,0.000148963197716512,,,,,,,,,,,,,,,,,,,,24.90277,0.02199113
487,2022/07/29 14:32:28,8340.046,4740.0001,1,2,0,0,0,0,1.850021,4.298527,7.952365219067,2.435222,0.00001932105,9.758596,0.00007290766,,0.000145135200000368,,,,,,,,,,,,,,,,,,,,24.84037,0.01329482
488,2022/07/29 14:32:38,8350.0461,4750.0002,1,2,0,0,0,0,1.850227,4.300192,7.956331343584,2.440358,0.00001932105,9.780678,0.00007290766,,0.000180358794750646,,3.29199194908142,,,,,,,,,,,,,,,,,,24.8821,-0.001968741
489,2022/07/29 14:32:48,8360.0471,4760.0012,1,2,0,0,0,0,1.85006,4.301662,7.95833279972,2.445499,0.00001932105,9.802788,0.00007290766,,0.000156281006638892,,,,,,,,,,,,,,,,,,,,24.8223,-0.002954602
490,2022/07/29 14:32:58,8370.0471,4770.0012,1,2,0,0,0,0,1.850006,4.30337,7.96126032022,2.450637,0.00001932105,9.824893,0.00007290766,,0.000207979304832406,,,,,,,,,,,,,,,,,,,,24.79382,-0.008898973
491,2022/07/29 14:33:08,8380.0473,4780.0014,1,2,0,0,0,0,1.850494,4.304729,7.965875186126,2.455775,0.00001932105,9.847006,0.00007290766,,0.000177830399479717,,3.15397000312805,0.305949687957764,,,,,,,,,,,,,,,,,24.85939,0.0126183
492,2022/07/29 14:33:18,8390.0474,4790.0015,1,2,0,0,0,0,1.850266,4.306537,7.968238988842,2.460914,0.00001932105,9.869135,0.00007290766,,0.000175214299815707,,,,,,,,,,,,,,,,,,,,24.84037,-0.0002115965
493,2022/07/29 14:33:28,8400.046,4800.0001,1,2,0,0,0,0,1.850029,4.307958,7.969847230782,2.466051,0.00001932105,9.891258,0.00007290766,,0.000146108301123604,,,,,,,,,,,,,,,,,,,,24.83789,0.008645654
494,2022/07/29 14:33:38,8410.046,4810.0001,1,2,0,0,0,0,1.850769,4.309524,7.975933423956,2.471188,0.00001932105,9.913396,0.00007290766,,0.000165984194609337,,3.30090188980103,,,,,,,,,,,,,,,,,,24.8647,0.008844733
495,2022/07/29 14:33:48,8420.0462,4820.0003,1,2,0,0,0,0,1.850243,4.311074,7.976534490982,2.476328,0.00001932105,9.935552,0.00007290766,,0.000171959298313595,,,,,,,,,,,,,,,,,,,,24.83339,-0.01175582
496,2022/07/29 14:33:58,8430.0471,4830.0012,1,2,0,0,0,0,1.850639,4.312661,7.981178640379,2.481466,0.00001932105,9.957706,0.00007290766,,0.000201600603759289,,,,,,,,,,,,,,,,,,,,24.8821,-0.0009840727
497,2022/07/29 14:34:08,8440.0465,4840.0006,1,2,0,0,0,0,1.849899,4.31438,7.98116724762,2.486605,0.00001932105,9.979872,0.00007290766,,0.000145431797136553,,3.18899297714233,,,,,,,,,,,,,,,,,,24.84912,0.009875298
498,2022/07/29 14:34:18,8450.0474,4850.0015,1,2,0,0,0,0,1.850494,4.31592,7.98658406448,2.491744,0.00001932105,10.00205,0.00007290766,,0.000178861198946834,,,0.311064511537552,,,,,,,,,,,,,,,,,24.87732,-0.0002527237
499,2022/07/29 14:34:28,8460.0465,4860.0006,1,2,0,0,0,0,1.849739,4.317565,7.986368365535,2.496881,0.00001932105,10.02422,0.00007290766,,0.000119688796985429,,,,,,,,,,,,,,,,,,,,24.91043,0.001240373
500,2022/07/29 14:34:38,8470.0466,4870.0007,1,2,0,0,0,0,1.850021,4.319062,7.990355400302,2.502018,0.00001932105,10.0464,0.00007290766,,0.000132836401462555,,3.31252408027649,,,,,,,,,,,,,,,,,,24.85528,-0.01377046
501,2022/07/29 14:34:48,8480.0477,4880.0018,1,2,0,0,0,0,1.850533,4.32078,7.99574597574,2.507157,0.00001932105,10.0686,0.00007290766,,0.000214471205254085,,,,,,,,,,,,,,,,,,,,24.88976,0.008813739
502,2022/07/29 14:34:58,8490.046,4890.0001,1,2,0,0,0,0,1.850296,4.322215,7.99737712564,2.512295,0.00001932105,10.09081,0.00007290766,,0.000116657698526978,,,,,,,,,,,,,,,,,,,,24.87579,-0.008591413
503,2022/07/29 14:35:08,8500.0462,4900.0003,1,2,0,0,0,0,1.850311,4.323883,8.000528277613,2.517433,0.00001932105,10.11302,0.00007290766,,0.000186186298378743,,3.26930809020996,,,,,,,,,,,,,,,,,,24.82762,-0.01843393
504,2022/07/29 14:35:18,8510.0463,4910.0004,1,2,0,0,0,0,1.849792,4.325402,8.001094016384,2.522573,0.00001932105,10.13525,0.00007290766,,0.000128192405099981,,,0.307834595441818,,,,,,,,,,,,,,,,,24.84569,-0.02121747
505,2022/07/29 14:35:28,8520.0465,4920.0006,1,2,0,0,0,0,1.850258,4.327164,8.006369808312,2.527711,0.00001932105,10.15748,0.00007290766,,0.000130732500110753,,,,,,,,,,,,,,,,,,,,24.90881,-0.003208518
506,2022/07/29 14:35:38,8530.046,4930.0001,1,2,0,0,0,0,1.850311,4.328772,8.009574448092,2.532849,0.00001932105,10.17972,0.00007290766,,0.000117444498755503,,3.19838094711304,,,,,,,,,,,,,,,,,,24.87813,0.01671612
507,2022/07/29 14:35:48,8540.0476,4940.0017,1,2,0,0,0,0,1.850456,4.33037,8.01315914872,2.537989,0.00001932105,10.20197,0.00007290766,,0.000138917093863711,,,,,,,,,,,,,,,,,,,,24.86308,-0.02236366
508,2022/07/29 14:35:58,8550.046,4950.0001,1,2,0,0,0,0,1.850258,4.331795,8.01493835311,2.543126,0.00001932105,10.22422,0.00007290766,,0.000136262300657108,,,,,,,,,,,,,,,,,,,,24.91904,0.02779722
509,2022/07/29 14:36:08,8560.0461,4960.0002,1,2,0,0,0,0,1.849808,4.333323,8.015815551984,2.548263,0.00001932105,10.24647,0.00007290766,,0.00024297900381498,,,,,,,,,,,,,,,,,,,,24.84898,-0.02236247
510,2022/07/29 14:36:18,8570.0463,4970.0004,1,2,0,0,0,0,1.850388,4.335026,8.021480090088,2.553401,0.00001932105,10.26874,0.00007290766,,0.000144374993396923,,3.20173311233521,0.311348110437393,,,,,,,,,,,,,,,,,24.82528,0.0104028
511,2022/07/29 14:36:28,8580.047,4980.0011,1,2,0,0,0,0,1.850044,4.336559,8.022824958596,2.558541,0.00001932105,10.29103,0.00007290766,,0.000167182806762867,,,,,,,,,,,,,,,,,,,,24.8402,-0.005177855
512,2022/07/29 14:36:38,8590.0464,4990.0005,1,2,0,0,0,0,1.850266,4.338264,8.026942378224,2.563679,0.00001932105,10.31331,0.00007290766,,0.000120377000712324,,,,,,,,,,,,,,,,,,,,24.88359,0.02095401
513,2022/07/29 14:36:48,8600.0467,5000.0008,1,2,0,0,0,0,1.850571,4.339795,8.031098772945,2.568816,0.00001932105,10.3356,0.00007290766,,0.000125493505038321,,3.20736694335938,,,,,,,,,,,,,,,,,,24.93793,-0.01402438
514,2022/07/29 14:36:58,8610.0467,5010.0008,1,2,0,0,0,0,1.849884,4.341465,8.03120664006,2.573954,0.00001932105,10.35791,0.00007290766,,0.000127833103761077,,,,,,,,,,,,,,,,,,,,24.92383,0.014323
515,2022/07/29 14:37:08,8620.0468,5020.0009,1,2,0,0,0,0,1.850426,4.342995,8.03639086587,2.579092,0.00001932105,10.38022,0.00007290766,,0.000177827794686891,,,,,,,,,,,,,,,,,,,,24.88593,0.02810597
516,2022/07/29 14:37:18,8630.0469,5030.001,1,2,0,0,0,0,1.850266,4.344666,8.038787781156,2.584232,0.00001932105,10.40254,0.00007290766,,0.000202478302526288,,3.14345407485962,0.312341809272766,,,,,,,,,,,,,,,,,24.89851,0.03468513
517,2022/07/29 14:37:28,8640.0463,5040.0004,1,2,0,0,0,0,1.850174,4.346204,8.041233639496,2.589369,0.00001932105,10.42487,0.00007290766,,0.000230946301599033,,,,,,,,,,,,,,,,,,,,24.85759,0.007181764
518,2022/07/29 14:37:38,8650.0464,5050.0005,1,2,0,0,0,0,1.849968,4.347997,8.043655314096,2.594508,0.00001932105,10.44721,0.00007290766,,0.00012917690037284,,,,,,,,,,,,,,,,,,,,24.79698,-0.02578557
519,2022/07/29 14:37:48,8660.0463,5060.0004,1,2,0,0,0,0,1.850601,4.349443,8.049083565243,2.599646,0.00001932105,10.46955,0.00007290766,,0.000122158104204573,,3.23498010635376,,,,,,,,,,,,,,,,,,24.86457,-0.006928444
520,2022/07/29 14:37:58,8670.0467,5070.0008,1,2,0,0,0,0,1.783832,4.349988,7.759647794016,2.604711,0.00001932105,10.49158,0.00007290766,,0.000223035196540877,,,,,,,,,,,,,,,,,,,,24.84488,-0.006672144
521,2022/07/29 14:38:08,8680.0466,5080.0007,1,2,0,0,0,0,1.687925,4.350079,7.342607096075,2.609496,0.00001932105,10.5124,0.00007290766,,-0.0000146993897942593,,,,,,,,,,,,,,,,,,,,24.87387,0.003422499
522,2022/07/29 14:38:18,8690.0459,5090,1,2,0,0,0,0,1.602184,4.350045,6.96957249828,2.61403,0.00001932105,10.53212,0.00007290766,,0.0000316885198117234,,,,,,,,,,,,,,,,,,,,24.83461,-0.01992583
523,2022/07/29 14:38:28,8700.0462,5100.0003,1,2,0,0,0,0,1.530272,4.349806,6.656386327232,2.61835,0.00001932105,10.55091,0.00007290766,,-0.00000932433795242105,,,,,,,,,,,,,,,,,,,,24.93695,0.02261937
524,2022/07/29 14:38:38,8710.0471,5110.0012,1,2,0,0,0,0,1.462394,4.349989,6.361397813666,2.622475,0.00001932105,10.56886,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.8818,0.002945662
525,2022/07/29 14:38:48,8720.0472,5120.0013,1,2,0,0,0,0,1.395958,4.349905,6.07228468399,2.626419,0.00001932105,10.58601,0.00007290766,,-0.000000948292779412441,,,,,,,,,,,,,,,,,,,,24.87867,0.02019107
526,2022/07/29 14:38:58,8730.0464,5130.0005,1,2,0,0,0,0,1.337107,4.350009,5.816427483963,2.630203,0.00001932105,10.60247,0.00007290766,,-0.0000267905998043716,,,,,,,,,,,,,,,,,,,,24.84637,-0.005433559
527,2022/07/29 14:39:08,8740.0474,5140.0015,1,2,0,0,0,0,1.287224,4.350127,5.599587877448,2.633838,0.00001932105,10.61829,0.00007290766,,-0.0000157248105097096,,,,,,,,,,,,,,,,,,,,24.81802,0.0007724762
528,2022/07/29 14:39:18,8750.0466,5150.0007,1,2,0,0,0,0,1.236322,4.350007,5.378009354254,2.637318,0.00001932105,10.63342,0.00007290766,,0.0000411744404118508,,,0,,,,,,,,,,,,,,,,,24.84074,0.01796722
529,2022/07/29 14:39:28,8760.0475,5160.0016,1,2,0,0,0,0,1.186312,4.350067,5.160536682904,2.640668,0.00001932105,10.648,0.00007290766,,0.0000332667914335616,,,,,,,,,,,,,,,,,,,,24.87087,0.0187403
530,2022/07/29 14:39:38,8770.047,5170.0011,1,2,0,0,0,0,1.144357,4.349869,4.977803039233,2.643892,0.00001932105,10.66202,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.91027,0.01654804
531,2022/07/29 14:39:48,8780.0463,5180.0004,1,2,0,0,0,0,1.098352,4.350044,4.777879527488,2.646991,0.00001932105,10.6755,0.00007290766,,-0.0000080610234363121,,0,,,,,,,,,,,,,,,,,,24.83064,0.002650619
532,2022/07/29 14:39:58,8790.0463,5190.0004,1,2,0,0,0,0,1.05714,4.350019,4.59857908566,2.649976,0.00001932105,10.68849,0.00007290766,,-0.0000278165898635052,,,,,,,,,,,,,,,,,,,,24.88745,0.01951396
533,2022/07/29 14:40:08,8800.0463,5200.0004,1,2,0,0,0,0,1.018963,4.350067,4.432557320521,2.652852,0.00001932105,10.70099,0.00007290766,,0.0000252089903369779,,,,,,,,,,,,,,,,,,,,24.83294,-0.002954602
534,2022/07/29 14:40:18,8810.0465,5210.0006,1,2,0,0,0,0,0.9877741,4.349914,4.2967323864274,2.655632,0.00001932105,10.71309,0.00007290766,,0.0000323997301165946,,,,,,,,,,,,,,,,,,,,24.81542,-0.004193783
535,2022/07/29 14:40:28,8820.0465,5220.0006,1,2,0,0,0,0,0.9503972,4.350245,4.134460667314,2.658317,0.00001932105,10.72477,0.00007290766,,-0.0000221266491280403,,,,,,,,,,,,,,,,,,,,24.78724,-0.0113368
536,2022/07/29 14:40:38,8830.046,5230.0001,1,2,0,0,0,0,0.9180282,4.34992,3.993349227744,2.660911,0.00001932105,10.73605,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.81952,0.002691746
537,2022/07/29 14:40:48,8840.0475,5240.0016,1,2,0,0,0,0,0.8886358,4.35014,3.865690139012,2.663416,0.00001932105,10.74695,0.00007290766,,-0.00000640108191873878,,,,,,,,,,,,,,,,,,,,24.81325,-0.00423789
538,2022/07/29 14:40:58,8850.0469,5250.001,1,2,0,0,0,0,0.8680037,4.349907,3.7757353706559,2.665842,0.00001932105,10.7575,0.00007290766,,0.00000513615987074445,,,,,,,,,,,,,,,,,,,,24.79928,-0.01890004
539,2022/07/29 14:41:08,8860.0464,5260.0005,1,2,0,0,0,0,0.8293476,4.349917,3.6075932241492,2.668184,0.00001932105,10.76769,0.00007290766,,0.0000592692813370377,,,,,,,,,,,,,,,,,,,,24.82582,-0.003730059
540,2022/07/29 14:41:18,8870.0465,5270.0006,1,2,0,0,0,0,0.8030335,4.349876,3.493096148846,2.670444,0.00001932105,10.77752,0.00007290766,,-0.0000360351295967121,,,,,,,,,,,,,,,,,,,,24.848,0.0007230043
541,2022/07/29 14:41:28,8880.0465,5280.0006,1,2,0,0,0,0,0.783016,4.349965,3.40609219444,2.672639,0.00001932105,10.78707,0.00007290766,,-0.0000262371904682368,,,0,,,,,,,,,,,,,,,,,24.91342,0.01458526
542,2022/07/29 14:41:38,8890.0474,5290.0015,1,2,0,0,0,0,0.7582796,4.350271,3.2987217537716,2.674763,0.00001932105,10.79631,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.89918,0.01381278
543,2022/07/29 14:41:48,8900.0466,5300.0007,1,2,0,0,0,0,0.7292175,4.34974,3.17190652845,2.676818,0.00001932105,10.80525,0.00007290766,,0.0000101940604508854,,0,,,,,,,,,,,,,,,,,,24.84952,-0.01381457
544,2022/07/29 14:41:58,8910.0459,5310,1,2,0,0,0,0,0.711347,4.349942,3.094318191874,2.678808,0.00001932105,10.8139,0.00007290766,,-0.0000234692706726491,,,,,,,,,,,,,,,,,,,,24.82749,0.0004768372
545,2022/07/29 14:42:08,8920.0461,5320.0002,1,2,0,0,0,0,0.6871787,4.349926,2.9891764937762,2.68074,0.00001932105,10.82231,0.00007290766,,-0.00000110640598904865,,,,,,,,,,,,,,,,,,,,24.83294,0.002437234
546,2022/07/29 14:42:18,8930.0461,5330.0002,1,2,0,0,0,0,0.670846,4.350142,2.918275360132,2.682616,0.00001932105,10.83047,0.00007290766,,-0.00000987739440461155,,,,,,,,,,,,,,,,,,,,24.84253,-0.002478957
547,2022/07/29 14:42:28,8940.047,5340.0011,1,2,0,0,0,0,0.6437371,4.349876,2.8001765615996,2.684434,0.00001932105,10.83838,0.00007290766,,,,,,,,,,,,,,,,,,,,,,24.80792,0.003983378
548,2022/07/29 14:42:38,8950.0464,5350.0005,1,2,0,0,0,0,0.636139,4.350071,2.767249815869,2.686202,0.00001932105,10.84607,0.00007290766,,0.00000489955300508882,,,,,,,,,,,,,,,,,,,,24.85115,-0.02263069
549,2022/07/29 14:42:48,8960.0464,5360.0005,1,2,0,0,0,0,0.6068287,4.349938,2.6396672216206,2.687908,0.00001932105,10.85349,0.00007290766,,0.0000207832399610197,,,,,,,,,,,,,,,,,,,,24.82596,0.01179457
