Data Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power (W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge Energy (Wh),Discharge_Energy(Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal_Resistance(Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1 (C/s),Aux_Temperature_2 (C),Aux_dT/dt_2 (C/s),Aux_Temperature_3 (C),Aux_dT/dt_3 (C/s),Time,Date,Force1,Force2,Force,Pressure
168,2023/06/06 13:09:43,5121.6877,1310.0009,1,5,0,0,0,0,-2.751274,3.996381,-10.995139139394,2.950061e-7,1.000787,1.23977e-6,4.095618,1.000787,8.55373504273504,,-0.0002195131,,,,,,,,,,,,,26.8562465725197,-0.511266678669674,26.5179785659211,-0.164238894581356,26.4054870209085,0.214176728411422,13:09:43,2023/06/06,62.16,47.03,109.19,20.814350254484456
171,2023/06/06 13:10:13,5151.6874,1340.0006,1,5,0,0,0,0,-2.751839,3.99036,-10.98082827204,2.950061e-7,1.02371,1.23977e-6,4.187153,1.02371,8.74965811965812,,-0.0002530213,,,,,,,,,,,,,27.188226331971,-0.560500719432602,26.6156599156341,-0.653375580358886,26.2546769466685,-0.704351008883261,13:10:13,2023/06/06,61.34,45.63,106.96,20.389256371642617
172,2023/06/06 13:10:23,5161.6882,1350.0014,1,5,0,0,0,0,-2.75119,3.98795,-10.9716081605,2.950061e-7,1.031349,1.23977e-6,4.217626,1.031349,8.81494871794872,,-0.0001342776,,3.6838,,,,,,,,,,,27.317775040847,0.63919993480876,26.8163698264001,0.541555069345296,26.4054410012673,0.331191565737874,13:10:23,2023/06/06,61.11,45.25,106.36,20.27488133590042
173,2023/06/06 13:10:33,5171.6875,1360.0007,1,5,0,0,0,0,-2.751465,3.986338,-10.96826948517,2.950061e-7,1.038992,1.23977e-6,4.248103,1.038992,8.8802735042735,,-0.0002769706,,,,,,,,,,,,,27.1979680462638,0.241595864515922,26.945085971997,0.367007740151642,26.8884410713929,0.466907421144307,13:10:33,2023/06/06,60.77,44.83,105.6,20.130006290626966
176,2023/06/06 13:11:03,5201.6876,1390.0008,1,5,0,0,0,0,-2.751251,3.980965,-10.952633937215,2.950061e-7,1.061915,1.23977e-6,4.339419,1.061915,9.07619658119658,,-0.0001535626,,,,,,,,,,,,,26.74338,-0.4460469,26.40505,-0.3470508,26.29988,-0.2442039,13:11:03,2023/06/06,60.0,43.47,103.47,19.72397491374216
177,2023/06/06 13:11:13,5211.6871,1400.0003,1,5,0,0,0,0,-2.751404,3.979564,-10.949388307856,2.950061e-7,1.069558,1.23977e-6,4.36984,1.069558,9.14152136752137,,-0.0001811358,,,,,,,,,,,,,27.22861,0.60473,26.99704,0.5661415,26.86943,0.3477533,13:11:13,2023/06/06,59.68,43.09,102.77,19.59053737204293
182,2023/06/06 13:12:03,5261.6875,1450.0007,1,5,0,0,0,0,-2.750854,3.971729,-10.925646606566,2.950061e-7,1.107761,1.23977e-6,4.521716,1.107761,9.46804273504273,,-0.0001802813,,,,,,,,,,,,,27.0413562209278,-0.0811274561962822,26.5255130714346,-0.285654010615662,26.2072379582331,-0.490190439167259,13:12:03,2023/06/06,58.35,41.05,99.4,18.948130921290915
183,2023/06/06 13:12:13,5271.6884,1460.0016,1,5,0,0,0,0,-2.751274,3.970229,-10.923187821746,2.950061e-7,1.115402,1.23977e-6,4.55206,1.115402,9.53335042735043,,-0.0001354189,,,,,,,,,,,,,27.2166258672973,-0.33215034957437,26.715142471679,-0.632854792648397,26.3752881022069,-0.87297717912468,13:12:13,2023/06/06,58.13,40.67,98.8,18.833755885548715
186,2023/06/06 13:12:43,5301.6872,1490.0004,1,5,0,0,0,0,-2.751122,3.966763,-10.913048958086,2.950061e-7,1.138324,1.23977e-6,4.643026,1.138324,9.72926495726496,,-6.776398e-5,,,,,,,,,,,,,26.7083181436909,-0.166005757535197,26.4552927216029,0.245925726852952,26.4493372626908,0.619713845566138,13:12:43,2023/06/06,57.3,39.43,96.73,18.439162012238132
187,2023/06/06 13:12:53,5311.6882,1500.0014,1,5,0,0,0,0,-2.751236,3.965349,-10.909610921364,2.950061e-7,1.145965,1.23977e-6,4.673332,1.145965,9.79457264957265,,-0.0001736466,,,0.1814236,,,,,,,,,,27.2219454462346,0.0763070177263464,26.9761842654756,0.489726730813412,26.8202564627681,0.731682281944146,13:12:53,2023/06/06,57.11,39.05,96.16,18.330505728283043
188,2023/06/06 13:13:03,5321.6883,1510.0015,1,5,0,0,0,0,-2.751534,3.964269,-10.907820938646,2.950061e-7,1.153608,1.23977e-6,4.703633,1.153608,9.85989743589744,,-0.0001017708,,,,,,,,,,,,,26.94557,-0.09970634,26.49362,-0.2953854,26.20379,-0.4810959,13:13:03,2023/06/06,56.79,38.67,95.46,18.19706818658381
191,2023/06/06 13:13:33,5351.687,1540.0002,1,5,0,0,0,0,-2.751305,3.960923,-10.897707254515,2.950061e-7,1.176525,1.23977e-6,4.794438,1.176525,10.0557692307692,,-0.0001125458,,,,,,,,,,,,,27.09903,0.2489781,26.90295,0.3849527,26.85348,0.4506948,13:13:33,2023/06/06,56.0,37.49,93.49,17.821536819230257
192,2023/06/06 13:13:43,5361.6878,1550.001,1,5,0,0,0,0,-2.751465,3.959705,-10.894989717825,2.950061e-7,1.184168,1.23977e-6,4.824705,1.184168,10.121094017094,,-7.349208e-5,,,,,,,,,,,,,27.2863140452781,0.252749494750236,26.8701346817646,-0.100022138132606,26.5726041268934,-0.449535100374629,13:13:43,2023/06/06,55.71,37.14,92.86,17.70144303170095
195,2023/06/06 13:14:13,5391.6882,1580.0014,1,5,0,0,0,0,-2.751236,3.956457,-10.885146930852,2.950061e-7,1.207089,1.23977e-6,4.91543,1.207089,10.317,,-8.167645e-5,,,,,,,,,,,,,27.160295550092,0.103429395948904,26.7156141902058,-0.286872659800877,26.404147633533,-0.637720066688816,13:14:13,2023/06/06,54.95,36.0,90.95,17.337349167921616
196,2023/06/06 13:14:23,5401.6874,1590.0006,1,5,0,0,0,0,-2.75119,3.955606,-10.88262367114,2.950061e-7,1.214732,1.23977e-6,4.945662,1.214732,10.3823247863248,,-4.274937e-5,,,0.1432215,,,,,,,,,,27.0436521121392,-0.249879682538819,26.9185946132218,0.112547402857156,26.9470465766135,0.500734786286994,13:14:23,2023/06/06,54.73,35.65,90.38,17.228692883966527
197,2023/06/06 13:14:33,5411.6876,1600.0008,1,5,0,0,0,0,-2.751152,3.954427,-10.879229749904,2.950061e-7,1.222374,1.23977e-6,4.975888,1.222374,10.447641025641,,-0.000134812,,,,,,,,,,,,,26.5350809685517,-0.469909411255234,26.346016732376,-0.425946938176821,26.3615904187874,-0.311318304924065,13:14:33,2023/06/06,54.54,35.3,89.84,17.12575535179855
199,2023/06/06 13:14:53,5431.687,1620.0002,1,5,0,0,0,0,-2.751328,3.952254,-10.873947093312,2.950061e-7,1.237655,1.23977e-6,5.036301,1.237655,10.5782478632479,,-7.290424e-5,,,,,,,,,,,,,27.1097835079053,-0.0872030990750536,26.942109746004,0.252884148290109,26.9279906300354,0.574675289927971,13:14:53,2023/06/06,54.0,34.54,88.54,16.87794277435712
200,2023/06/06 13:15:03,5441.6871,1630.0003,1,5,0,0,0,0,-2.751312,3.951758,-10.872519206496,2.950061e-7,1.245296,1.23977e-6,5.066502,1.245296,10.6435555555556,,-0.000109358,,,,,,,,,,,,,26.6151050373316,-0.41249770688955,26.4829183088656,-0.233543475726536,26.526541122802,-0.0384382473502953,13:15:03,2023/06/06,53.74,34.22,87.96,16.767380239806325
201,2023/06/06 13:15:13,5451.6881,1640.0013,1,5,0,0,0,0,-2.751022,3.950918,-10.869062338196,2.950061e-7,1.252938,1.23977e-6,5.096697,1.252938,10.7088717948718,,-0.0001521988,,,,,,,,,,,,,26.92642,-0.2496542,26.43892,-0.5332934,26.16337,-0.6863161,13:15:13,2023/06/06,53.49,33.87,87.36,16.653005204064126
204,2023/06/06 13:15:43,5481.6875,1670.0007,1,5,0,0,0,0,-2.751312,3.948246,-10.862856598752,2.950061e-7,1.275862,1.23977e-6,5.187236,1.275862,10.9048034188034,,-9.740137e-5,,8.97895,,,,,,,,,,,26.5990667205808,-0.426873052469239,26.3389001381149,-0.124288018194134,26.3615827434386,0.276170837457719,13:15:43,2023/06/06,52.79,32.79,85.58,16.313692598028936
205,2023/06/06 13:15:53,5491.6878,1680.001,1,5,0,0,0,0,-2.751328,3.947356,-10.860471088768,2.950061e-7,1.2835,1.23977e-6,5.217391,1.2835,10.9700854700855,,-3.868501e-5,,,,,,,,,,,,,26.7207677564024,0.144343287210807,26.2971006232404,-0.176761298924549,26.1140818327781,-0.536432795298079,13:15:53,2023/06/06,52.5,32.54,85.04,16.210755065860962
208,2023/06/06 13:16:23,5521.6874,1710.0006,1,5,0,0,0,0,-2.751991,3.944956,-10.856483407396,2.950061e-7,1.306423,1.23977e-6,5.307852,1.306423,11.1660085470085,,,,,0.1156166,,,,,,,,,,26.87582,-0.5228586,26.80048,-0.1251876,26.86463,0.195254,13:16:23,2023/06/06,51.74,31.49,83.23,15.86572370803866
209,2023/06/06 13:16:33,5531.6873,1720.0005,1,5,0,0,0,0,-2.75119,3.944988,-10.85341153572,2.950061e-7,1.314065,1.23977e-6,5.338,1.314065,11.2313247863248,,-0.0001350103,,,,,,,,,,,,,26.6707135684188,-0.363458498905104,26.5527406671154,-0.184780240172986,26.6245751544787,0.0246453843213441,13:16:33,2023/06/06,51.55,31.17,82.72,15.768504927657792
212,2023/06/06 13:17:03,5561.6869,1750.0001,1,5,0,0,0,0,-2.750206,3.942099,-10.841584322394,2.950061e-7,1.33698,1.23977e-6,5.428362,1.33698,11.4271794871795,,-9.245209e-5,,,,,,,,,,,,,26.508417077879,-0.364100217802705,26.2624452874476,-0.42974726083818,26.2640149584287,-0.389581548691977,13:17:03,2023/06/06,50.66,30.15,80.81,15.40441106387846
213,2023/06/06 13:17:13,5571.687,1760.0002,1,5,0,0,0,0,-2.750191,3.941463,-10.839776069433,2.950061e-7,1.34462,1.23977e-6,5.458478,1.34462,11.4924786324786,,-3.24e-5,,,,,,,,,,,,,26.81779,-0.03516632,26.80639,0.2873177,26.86345,0.5603445,13:17:13,2023/06/06,50.44,29.9,80.34,15.314817285880405
216,2023/06/06 13:17:43,5601.6883,1790.0015,1,5,0,0,0,0,-2.750221,3.940022,-10.835931244862,2.950061e-7,1.367535,1.23977e-6,5.548776,1.367535,11.6883333333333,,-1.96361e-5,,,,,,,,,,,,,26.61559,-0.2377465,26.4834,0.04491875,26.59085,0.4518321,13:17:43,2023/06/06,49.74,28.95,78.69,15.000285937589357
217,2023/06/06 13:17:53,5611.6869,1800.0001,1,5,0,0,0,0,-2.750534,3.938747,-10.833657540898,2.950061e-7,1.37517,1.23977e-6,5.578855,1.37517,11.7535897435897,,-2.370869e-5,,,,,,,,,,,,,26.5106364256593,-0.517815173011695,26.3215596172877,-0.648865794299272,26.4223172830973,-0.669021602012095,13:17:53,2023/06/06,49.49,28.66,78.15,14.89734840542138
218,2023/06/06 13:18:03,5621.6884,1810.0016,1,5,0,0,0,0,-2.75032,3.938316,-10.83162926112,2.950061e-7,1.38281,1.23977e-6,5.608943,1.38281,11.8188888888889,,-1.240601e-5,,11.20009,,,,,,,,,,,26.6097652556768,-0.346289506209489,26.2713872191612,-0.457930992283067,26.166484673829,-0.507494999457105,13:18:03,2023/06/06,49.29,28.34,77.64,14.800129625040508
221,2023/06/06 13:18:33,5651.6872,1840.0004,1,5,0,0,0,0,-2.75045,3.936011,-10.82580145495,2.950061e-7,1.405726,1.23977e-6,5.699172,1.405726,12.0147521367521,,-4.057701e-5,,,,,,,,,,,,,26.75998,-0.1606963,26.72017,0.1236365,26.7987,0.3784081,13:18:33,2023/06/06,48.56,27.55,76.11,14.508473283897901
222,2023/06/06 13:18:43,5661.6873,1850.0005,1,5,0,0,0,0,-2.750229,3.935657,-10.823958015453,2.950061e-7,1.413366,1.23977e-6,5.729242,1.413366,12.0800512820513,,-5.75331e-5,,,,,,,,,,,,,26.6577521056427,-0.671179852242961,26.2767263887375,-0.644250820349092,26.1150352179271,-0.524553627352447,13:18:43,2023/06/06,48.34,27.2,75.54,14.399816999942816
225,2023/06/06 13:19:13,5691.6886,1880.0018,1,5,0,0,0,0,-2.750191,3.933488,-10.817843296208,2.950061e-7,1.436281,1.23977e-6,5.819404,1.436281,12.275905982906,,-0.0001562831,,,,,,,,,,,,,26.85058,0.3142777,26.81076,0.5073282,26.88907,0.669946,13:19:13,2023/06/06,47.64,26.4,74.05,14.11578566118302
226,2023/06/06 13:19:23,5701.6878,1890.001,1,5,0,0,0,0,-2.750511,3.933161,-10.818202595271,2.950061e-7,1.44392,1.23977e-6,5.84945,1.44392,12.3411965811966,,-0.0001011284,,11.31725,,,,,,,,,,,26.54186,-0.4957862,26.44521,-0.5888661,26.52439,-0.5077812,13:19:23,2023/06/06,47.42,26.12,73.54,14.018566880802153
229,2023/06/06 13:19:53,5731.6883,1920.0015,1,5,0,0,0,0,-2.750359,3.930933,-10.811476954947,2.950061e-7,1.466836,1.23977e-6,5.939548,1.466836,12.5370598290598,,-3.82889e-5,,,,,,,,,,,,,27.05657,0.5538276,26.66866,0.40369,26.21632,-0.4770845,13:19:53,2023/06/06,46.69,25.36,72.05,13.734535542042359
230,2023/06/06 13:20:03,5741.6881,1930.0013,1,5,0,0,0,0,-2.750511,3.929707,-10.808702330277,2.950061e-7,1.474476,1.23977e-6,5.969575,1.474476,12.602358974359,,-6.254418e-5,,,,,,,,,,,,,26.9438,0.1675135,26.88976,0.3819711,26.49827,-0.6221977,13:20:03,2023/06/06,46.44,25.1,71.54,13.63731676166149
231,2023/06/06 13:20:13,5751.6884,1940.0016,1,5,0,0,0,0,-2.750343,3.929063,-10.806270918609,2.950061e-7,1.482111,1.23977e-6,5.999577,1.482111,12.6676153846154,,-0.0001178834,,,,,,,,,,,,,26.5049654020083,-0.181013824258574,26.4722999355838,0.120713126987191,26.8854731941243,0.499554294758478,13:20:13,2023/06/06,46.31,24.91,71.22,13.576316742598983
234,2023/06/06 13:20:43,5781.688,1970.0012,1,5,0,0,0,0,-2.750587,3.926579,-10.800397151873,2.950061e-7,1.505026,1.23977e-6,6.089592,1.505026,12.8634700854701,,-4.974173e-5,,,,,,,,,,,,,26.4115678085993,-0.38769794262224,26.7422617622308,-0.0176095820536075,26.8632599243968,0.283832888017873,13:20:43,2023/06/06,45.67,24.15,69.82,13.309441659200518
235,2023/06/06 13:20:53,5791.6878,1980.001,1,5,0,0,0,0,-2.749962,3.926351,-10.797316048662,2.950061e-7,1.512667,1.23977e-6,6.119594,1.512667,12.9287777777778,,-6.677617e-5,,,0.0,,,,,,,,,,26.4302535116292,-0.551658087017017,26.803585738206,0.309635520505757,26.8535690520701,0.499719962670768,13:20:53,2023/06/06,45.42,23.96,69.38,13.225566632989574
238,2023/06/06 13:21:23,5821.6883,2010.0015,1,5,0,0,0,0,-2.750732,3.923627,-10.792846344964,2.950061e-7,1.535582,1.23977e-6,6.209536,1.535582,13.1246324786325,,-7.194695e-5,,,,,,,,,,,,,26.42002,-0.22104,26.60201,0.01881003,26.76588,0.294052,13:21:23,2023/06/06,44.81,23.29,68.11,12.983472807335252
239,2023/06/06 13:21:33,5831.6885,2020.0017,1,5,0,0,0,0,-2.750374,3.922976,-10.789651193024,2.950061e-7,1.543222,1.23977e-6,6.23951,1.543222,13.1899316239316,,-8.104422e-5,,10.01248,,,,,,,,,,,26.5303753307949,-0.255143748429709,26.5190323544181,0.0777847904488407,26.6264013886547,0.384215734799981,13:21:33,2023/06/06,44.62,23.13,67.76,12.916754036485639
242,2023/06/06 13:22:03,5861.6871,2050.0003,1,5,0,0,0,0,-2.750603,3.920161,-10.782806607083,2.950061e-7,1.566137,1.23977e-6,6.329372,1.566137,13.3857863247863,,-7.558245e-5,,,,,,,,,,,,,26.82039,0.3638766,26.75926,0.6152629,26.89439,0.7365578,13:22:03,2023/06/06,44.05,22.46,66.52,12.680378962618427
243,2023/06/06 13:22:13,5871.6881,2060.0013,1,5,0,0,0,0,-2.75045,3.919527,-10.78046303715,2.950061e-7,1.573777,1.23977e-6,6.359322,1.573777,13.4510854700855,,-8.321143e-5,,,,,,,,,,,,,26.6884950474553,0.256908324033276,26.328819764177,-0.113413468636014,26.159932804653,-0.526044082149019,13:22:13,2023/06/06,43.86,22.31,66.17,12.613660191768812
244,2023/06/06 13:22:23,5881.6883,2070.0015,1,5,0,0,0,0,-2.750816,3.918506,-10.779089000896,2.950061e-7,1.581412,1.23977e-6,6.389242,1.581412,13.5163418803419,,-0.0001558317,,,,,,,,,,,,,27.04189,0.3228599,26.83869,0.40834,26.79645,0.4234258,13:22:23,2023/06/06,43.7,22.08,65.79,12.541222669132086
246,2023/06/06 13:22:43,5901.6885,2090.0017,1,5,0,0,0,0,-2.750374,3.916807,-10.772684135818,2.950061e-7,1.596692,1.23977e-6,6.449107,1.596692,13.6469401709402,,-8.147956e-5,,,,,,,,,,,,,26.7630141218622,0.358262093758321,26.3607096852266,0.0976721827046888,26.1278853684462,-0.265924979175833,13:22:43,2023/06/06,43.29,21.7,64.99,12.38872262147582
247,2023/06/06 13:22:53,5911.6884,2100.0016,1,5,0,0,0,0,-2.750473,3.915656,-10.769906105288,2.950061e-7,1.604332,1.23977e-6,6.479027,1.604332,13.7122393162393,,-0.0001506381,,,,,,,,,,,,,27.0525868278839,0.375724420228289,26.6433531819773,0.17097136949293,26.3887604653315,-0.0744822923680259,13:22:53,2023/06/06,43.1,21.51,64.61,12.316285098839094
248,2023/06/06 13:23:03,5921.6871,2110.0003,1,5,0,0,0,0,-2.750488,3.914792,-10.767588418496,2.950061e-7,1.611968,1.23977e-6,6.508924,1.611968,13.7775042735043,,-3.817131e-5,,,0.1106925,,,,,,,,,,27.1147270413557,0.389856571062286,26.7552696963224,0.00696856697192047,26.5501296955295,-0.350448201894591,13:23:03,2023/06/06,42.94,21.35,64.29,12.25528507977659
251,2023/06/06 13:23:33,5951.6882,2140.0014,1,5,0,0,0,0,-2.750298,3.912023,-10.759229032854,2.950061e-7,1.634884,1.23977e-6,6.598607,1.634884,13.9733675213675,,-5.950142e-5,,8.509617,,,,,,,,,,,26.9035,0.1210099,26.45863,-0.2494426,26.23982,-0.449505,13:23:33,2023/06/06,42.37,20.84,63.21,12.049410015440632
252,2023/06/06 13:23:43,5961.6882,2150.0014,1,5,0,0,0,0,-2.750343,3.911163,-10.757039778909,2.950061e-7,1.642525,1.23977e-6,6.628495,1.642525,14.0386752136752,,-7.495464e-5,,,,,,,,,,,,,26.47211,-0.4772346,26.36125,-0.5792734,26.48319,-0.5697152,13:23:43,2023/06/06,42.21,20.69,62.89,11.988409996378124
255,2023/06/06 13:24:13,5991.6878,2180.001,1,5,0,0,0,0,-2.750534,3.908451,-10.750327362834,2.950061e-7,1.665439,1.23977e-6,6.718086,1.665439,14.2345213675214,,,,,,,,,,,,,,,26.9029479598586,0.451066941221396,26.4865176706368,0.332428571848086,26.2605675667462,0.12212608143377,13:24:13,2023/06/06,41.73,20.18,61.91,11.8015974379992
256,2023/06/06 13:24:23,6001.6878,2190.001,1,5,0,0,0,0,-2.750267,3.907433,-10.746484034611,2.950061e-7,1.673079,1.23977e-6,6.747942,1.673079,14.2998205128205,,-7.401187e-5,,7.888165,,,,,,,,,,,26.68364,0.001921688,26.30974,-0.2481123,26.13378,-0.4581806,13:24:23,2023/06/06,41.48,20.05,61.53,11.729159915362475
260,2023/06/06 13:25:03,6041.6876,2230.0008,1,5,0,0,0,0,-2.747093,3.903472,-10.723200606896,2.950061e-7,1.703603,1.23977e-6,6.867156,1.703603,14.5607094017094,,-7.649054e-5,,,,,,,,,,,,,26.4539018630872,-0.393796659094471,26.3643636653652,-0.10279117663905,26.4508354730719,0.210278344316678,13:25:03,2023/06/06,40.75,19.45,60.19,11.47372233553823
261,2023/06/06 13:25:13,6051.6877,2240.0009,1,5,0,0,0,0,-2.747391,3.902497,-10.721685135327,2.950061e-7,1.711234,1.23977e-6,6.89694,1.711234,14.6259316239316,,-0.0001011841,,7.697531,,,,,,,,,,,26.4712465016525,-0.280258197062023,26.2679313362315,-0.514397202919638,26.3049748119275,-0.603184207791047,13:25:13,2023/06/06,40.62,19.26,59.88,11.41462856707143
264,2023/06/06 13:25:43,6081.6881,2270.0013,1,5,0,0,0,0,-2.747681,3.900039,-10.716063059559,2.950061e-7,1.734126,1.23977e-6,6.986246,1.734126,14.8215897435897,,-0.0001552371,,,,,,,,,,,,,27.1036486303788,0.247318226701286,26.7796944778414,0.457451706541933,26.6596084756422,0.628713210374884,13:25:43,2023/06/06,40.14,18.84,58.99,11.244972264053835
265,2023/06/06 13:25:53,6091.688,2280.0012,1,5,0,0,0,0,-2.747086,3.89859,-10.70976200874,2.950061e-7,1.741756,1.23977e-6,7.016001,1.741756,14.8868034188034,,-2.825146e-5,,,,,,,,,,,,,26.98243125432,0.334478378586973,26.5376074431938,0.100659894014126,26.2690110181695,-0.128887770617485,13:25:53,2023/06/06,39.95,18.68,58.64,11.178253493204219
268,2023/06/06 13:26:23,6121.6883,2310.0015,1,5,0,0,0,0,-2.747452,3.895871,-10.703718570692,2.950061e-7,1.764647,1.23977e-6,7.105214,1.764647,15.082452991453,,-9.545025e-5,,,,,,,,,,,,,26.9488488810301,0.200396069149878,26.454256497411,-0.0889414029216828,26.1928793782745,-0.343466221203767,13:26:23,2023/06/06,39.48,18.3,57.78,11.014315941973733
269,2023/06/06 13:26:33,6131.687,2320.0002,1,5,0,0,0,0,-2.747566,3.895404,-10.702879586664,2.950061e-7,1.772279,1.23977e-6,7.134946,1.772279,15.1476837606838,,-8.758233e-5,,,0.1272939,,,,,,,,,,26.9581,-0.0068928,26.47774,-0.3889551,26.19503,-0.6307861,13:26:33,2023/06/06,39.32,18.14,57.46,10.953315922911228
272,2023/06/06 13:27:03,6161.6872,2350.0004,1,5,0,0,0,0,-2.74762,3.89239,-10.6948086118,2.950061e-7,1.795171,1.23977e-6,7.224077,1.795171,15.3433418803419,,,,8.051262,,,,,,,,,,,26.59932,-0.4269898,26.43869,-0.1260999,26.49661,0.2169765,13:27:03,2023/06/06,38.84,17.73,56.57,10.783659619893633
273,2023/06/06 13:27:13,6171.6875,2360.0007,1,5,0,0,0,0,-2.747528,3.891236,-10.691279864608,2.950061e-7,1.802798,1.23977e-6,7.253758,1.802798,15.4085299145299,,-9.686833e-5,,,,,,,,,,,,,26.6756622309854,-0.478966640233686,26.5719038040103,-0.440493181654357,26.6720525363988,-0.21035297561655,13:27:13,2023/06/06,38.65,17.57,56.22,10.716940849044017
274,2023/06/06 13:27:23,6181.6873,2370.0005,1,5,0,0,0,0,-2.747566,3.890526,-10.689476959716,2.950061e-7,1.810431,1.23977e-6,7.283455,1.810431,15.4737692307692,,-0.00018479,,,,,,,,,,,,,27.00342,0.0068929,26.86415,0.2621325,26.87147,0.4724976,13:27:23,2023/06/06,38.49,17.48,55.97,10.669284584151434
277,2023/06/06 13:27:53,6211.6886,2400.0018,1,5,0,0,0,0,-2.747871,3.887345,-10.681922592495,2.950061e-7,1.833322,1.23977e-6,7.372475,1.833322,15.6694188034188,,-2.31952e-5,,7.945388,,,,,,,,,,,26.82798,0.1323773,26.34751,-0.1834366,26.11471,-0.4049955,13:27:53,2023/06/06,37.98,17.16,55.14,10.511065784708059
278,2023/06/06 13:28:03,6221.6882,2410.0014,1,5,0,0,0,0,-2.747963,3.886518,-10.680007662834,2.950061e-7,1.840955,1.23977e-6,7.402147,1.840955,15.7346581196581,,-7.531025e-5,,,,,,,,,,,,,26.53707,-0.3973123,26.31244,-0.2489773,26.32809,0.04006721,13:28:03,2023/06/06,37.86,17.03,54.89,10.463409519815475
281,2023/06/06 13:28:33,6251.6873,2440.0005,1,5,0,0,0,0,-2.748177,3.883861,-10.673537471397,2.950061e-7,1.863851,1.23977e-6,7.491099,1.863851,15.9303504273504,,-6.91034e-5,,,,,,,,,,,,,26.4993,-0.4637365,26.3671,-0.3058338,26.43938,0.02427976,13:28:33,2023/06/06,37.41,16.62,54.03,10.29947196858499
282,2023/06/06 13:28:43,6261.6883,2450.0015,1,5,0,0,0,0,-2.748154,3.883333,-10.671997117282,2.950061e-7,1.871485,1.23977e-6,7.520742,1.871485,15.9955982905983,,-0.0001309033,,,,,,,,,,,,,27.0527536365493,-0.193480675629957,26.9063819368214,0.0755282655036498,26.8781713479989,0.386203484853887,13:28:43,2023/06/06,37.28,16.46,53.74,10.244190701309595
285,2023/06/06 13:29:13,6291.6879,2480.0011,1,5,0,0,0,0,-2.748055,3.879959,-10.662340729745,2.950061e-7,1.894382,1.23977e-6,7.609616,1.894382,16.1912991452991,,-7.435703e-5,,,,,,,,,,,,,27.15567,0.3194446,26.83886,0.5122597,26.65483,0.6236092,13:29:13,2023/06/06,36.78,16.14,52.92,10.087878152461924
286,2023/06/06 13:29:23,6301.688,2490.0012,1,5,0,0,0,0,-2.748093,3.879089,-10.660097327277,2.950061e-7,1.902012,1.23977e-6,7.639215,1.902012,16.2565128205128,,-4.800732e-5,,,,,,,,,,,,,27.089131066994,0.396502469299084,26.6586073780697,0.247253981836864,26.3968874976121,0.00691568025390721,13:29:23,2023/06/06,36.62,16.08,52.7,10.045940639356452
287,2023/06/06 13:29:33,6311.6882,2500.0014,1,5,0,0,0,0,-2.748207,3.877844,-10.657118025708,2.950061e-7,1.909645,1.23977e-6,7.668823,1.909645,16.3217521367521,,-9.64833e-5,,,,,,,,,,,,,26.86583,-0.02764195,26.42805,-0.310906,26.188,-0.6326702,13:29:33,2023/06/06,36.52,15.92,52.44,9.996378123868164
290,2023/06/06 13:30:03,6341.6879,2530.0011,1,5,0,0,0,0,-2.7481,3.875705,-10.6508249105,2.950061e-7,1.932542,1.23977e-6,7.757593,1.932542,16.517452991453,,-0.0001144089,,,,,,,,,,,,,27.01326,0.1228907,26.51872,-0.1903845,26.27143,-0.574288,13:30:03,2023/06/06,36.05,15.57,51.62,9.840065575020493
291,2023/06/06 13:30:13,6351.688,2540.0012,1,5,0,0,0,0,-2.748039,3.874693,-10.647807477027,2.950061e-7,1.940176,1.23977e-6,7.787176,1.940176,16.5827008547009,,-5.484657e-5,,,0.1171747,,,,,,,,,,27.07808,0.5698035,26.66176,0.5606869,26.35037,0.3822674,13:30:13,2023/06/06,35.92,15.44,51.36,9.790503059532208
294,2023/06/06 13:30:43,6381.6878,2570.001,1,5,0,0,0,0,-2.748245,3.871965,-10.641108451425,2.950061e-7,1.96307,1.23977e-6,7.875853,1.96307,16.7783760683761,,-8.633525e-5,,8.732294,,,,,,,,,,,26.7344587329382,0.224287942177854,26.3250314574083,-0.284553997388962,26.1348591284016,-0.635534243769061,13:30:43,2023/06/06,35.47,15.12,50.6,9.645628014258754
295,2023/06/06 13:30:53,6391.688,2580.0012,1,5,0,0,0,0,-2.748177,3.871154,-10.638616386258,2.950061e-7,1.970698,1.23977e-6,7.905384,1.970698,16.8435726495727,,,,,,,,,,,,,,,26.7548794338846,-0.154120160693402,26.665334663297,0.0948486912573034,26.7581601622993,0.358982794655718,13:30:53,2023/06/06,35.31,15.06,50.38,9.603690501153283
